timestamp,window_type,value
2025-04-27T17:14:51.128321,Session Window,0.6168239116668701
2025-04-27T17:14:51.129847,Hybrid Window,0.5411741733551025
2025-04-27T17:14:51.131374,Multi-Granularity Window,0.3532991409301758
2025-04-27T17:15:01.151792,Session Window,10.62910270690918
2025-04-27T17:15:01.154013,Hybrid Window,10.564785957336426
2025-04-27T17:15:01.155963,Multi-Granularity Window,10.377460956573486
2025-04-27T17:15:11.167795,Session Window,20.653475999832153
2025-04-27T17:15:11.171607,Hybrid Window,20.58066201210022
2025-04-27T17:15:11.174013,Multi-Granularity Window,20.39505696296692
2025-04-27T17:15:21.183157,Session Window,30.671517848968506
2025-04-27T17:15:21.185277,Hybrid Window,30.595988988876343
2025-04-27T17:15:21.186987,Multi-Granularity Window,30.408713817596436
2025-04-27T17:15:31.194813,Session Window,40.68415570259094
2025-04-27T17:15:31.196879,Hybrid Window,40.60764503479004
2025-04-27T17:15:31.198656,Multi-Granularity Window,40.42032289505005
2025-04-27T17:15:41.211421,Session Window,50.69616198539734
2025-04-27T17:15:41.214099,Hybrid Window,50.624298095703125
2025-04-27T17:15:41.216426,Multi-Granularity Window,50.437544107437134
2025-04-27T17:15:51.229062,Session Window,60.713947772979736
2025-04-27T17:15:51.232237,Hybrid Window,60.64193296432495
2025-04-27T17:15:51.235228,Multi-Granularity Window,60.45568919181824
2025-04-27T17:16:01.247643,Session Window,70.73284769058228
2025-04-27T17:16:01.250567,Hybrid Window,70.66051316261292
2025-04-27T17:16:01.252813,Multi-Granularity Window,70.47401404380798
2025-04-27T17:16:11.265641,Session Window,80.75033783912659
2025-04-27T17:16:11.268554,Hybrid Window,80.67851305007935
2025-04-27T17:16:11.270737,Multi-Granularity Window,80.49199914932251
2025-04-27T17:16:21.284022,Session Window,90.76826691627502
2025-04-27T17:16:21.286839,Hybrid Window,90.69693398475647
2025-04-27T17:16:21.289008,Multi-Granularity Window,90.51031684875488
2025-04-27T17:16:31.301255,Session Window,100.7856969833374
2025-04-27T17:16:31.304219,Hybrid Window,100.71412801742554
2025-04-27T17:16:31.306418,Multi-Granularity Window,100.52766513824463
2025-04-27T17:16:41.318963,Session Window,110.80400896072388
2025-04-27T17:16:41.322671,Hybrid Window,110.73189687728882
2025-04-27T17:16:41.325314,Multi-Granularity Window,110.54613900184631
